pdf_filename,nanomaterial_types,nanomaterial_names,primary_nanomaterial,primary_nano_type,particle_size_nm,particle_size_range,zeta_potential_mV,pzc_value,tumor_types,primary_tumor_type,injection_methods,primary_injection_method,injection_dose_mg_kg,injection_frequency,ultrasound_frequency_MHz,ultrasound_power_W_cm2,treatment_time_min,treatment_sessions,ros_generation,cell_viability_percent,cell_death_percent,tumor_volume_mm3,has_size_data,has_zeta_data,has_ultrasound_data,has_ros_data,has_viability_data,has_volume_data,data_completeness_score
Drug-loaded titanium dioxide nanoparticle coated with tumor targeting polymer as a sonodynamic chemotherapeutic agent for anti-cancer therapy.pdf,"nanoparticle, nanocrystal","TiO2, AuS",TiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,2.8333333333333335,,43.041666666666664,,17.0,,,,,,no,no,yes,no,no,no,1
Preparation of TiH1.924 nanodots by liquid-phase exfoliation for enhanced sonodynamic cancer therapy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,6.621621621621622,2.0,,,,,no,no,yes,no,no,no,1
Ultrasound-Induced Piezocatalysis Triggered NO Generation for Enhanced Hypoxic Tumor Therapy.pdf,nanoparticle,"BaTiO3, AlN",BaTiO3,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,2.0,1.0,1.2037037037037037,9.195652173913043,,,,,,no,no,yes,no,no,no,1
Oxygen-Generating Organic Inorganic Self-Assembled Nanocolloid for Tumor-Activated Dual-Model Imaging-Guided Photodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,0.25,15.0,,1.0,,,,no,no,yes,yes,no,no,2
Programmatically Controllable Activation of Sonodynamic Therapeutics with Bioorthogonal-Based Mitochondria-Specific Exogenous Agents toward Accurate Tumor Elimination.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,1.0,1.5,9.2,,,,,,no,no,yes,no,no,no,1
A Novel Biodegradable Nanoplatform for Tumor Microenvironments Responsive Bimodal Magnetic Resonance Imaging and Sonodynamic Ion Interference Cascade Therapy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,1.1,14.142857142857142,,,,,,no,no,yes,no,no,no,1
A multistage assembly disassembly strategy  fortumor-targeted CO delivery.pdf,nanocrystal,SiO2,SiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,400.0,,20.0,,,,,,no,no,yes,no,no,no,1
Integration of IR-808 Sensitized UpconversionNanostructure and MoS 2 Nanosheet for 808 nm NIRLight Triggered Phototherapy and Bioimaging.pdf,"nanoparticle, nanosheet, nanocrystal","SiO2, MoS2",SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,13.333333333333334,4.0,,,,,no,no,yes,no,no,no,1
Orally Deliverable Engineered Porphyrin Nanohybrids Activate the cGAS-STING Axis and Enable Fusobacterium-Specific Targeting for Robust Immune Remodeling and Colorectal Cancer Regression.pdf,nanocrystal,,,nanocrystal,,,,,colon_cancer,colon_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,1.0,4.625,,,,,,no,no,yes,no,no,no,1
Bimetallic Cu@Ru Core-Shell Structures with Ligand Effects for Endo-Exogenous Stimulation-Mediated Dynamic Oncotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,100.0,,,,,,no,no,yes,no,no,no,1
Carbon Nitride Hollow Theranostic Nanoregulators Executing Laser-Activatable Water Splitting for Enhanced Ultrasound Fluorescence Imaging and Cooperative Phototherapy.pdf,"nanoparticle, nanosphere, nanocrystal","SiO2, AuS",SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,15.0,,,1.15,27.291666666666668,,,,,,no,no,yes,no,no,no,1
Free-Radical Cascade Generated by AIPH Fe3O4-Coloaded Nanoparticles Enhances MRI-Guided Chemo Thermodynamic Hypoxic Tumor Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,6.0,,,2.5,10.0,,,,,,no,no,yes,no,no,no,1
Enhanced Antitumor Efficacy by a Cascade of Reactive OxygenSpecies Generation and Drug Release.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,,,,,no,no,no,no,no,no,0
Acoustically Driven Hybrid Nanocrystals for In Vivo Pancreatic Cancer Treatment.pdf,"nanoparticle, nanocrystal",ZnO,ZnO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,30.0,,1.0,1.186666666666667,10.153846153846153,,,,,,no,no,yes,no,no,no,1
Advanced Nanoplatform Mediated by  CRISPR-Cas9 and Aggregation-Induced Emission  Photosensitizers to Boost Cancer Theranostics .pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.35,8.0,,,,,,no,no,yes,no,no,no,1
Ultrasmall Magneto-chiral Cobalt Hydroxide Nanoparticles Enable Dynamic Detection of Reactive Oxygen Species in Vivo.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,23.333333333333332,,,,60.0,,,,,,no,no,yes,no,no,no,1
Liquid Nanoparticles for Nanocatalytic Cancer Therapy.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,,58.72727272727273,,,,,,no,no,yes,no,no,no,1
Sequential Ultrasound-Triggered and Hypoxia- Sensitive Nanoprodrug for Cascade Amplification of Sonochemotherapy.pdf,"nanoparticle, nanocrystal","CuO, AuS",CuO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,4.0,325.0,,11.416666666666666,,,,,,no,no,yes,no,no,no,1
Ultrasound-Triggered Nanogel Boosts Chemotherapy and Immunomodulation in Colorectal Cancer.pdf,nanocrystal,AuS,AuS,nanocrystal,,,,,colon_cancer,colon_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,1.875,3.0,1.5,1.0,12.777777777777779,,,,,,no,no,yes,no,no,no,1
Porous Molybdenum Nitride Nanosphere as Carrier-Free and Efficient Nitric Oxide Donor for Synergistic Nitric Oxide and Chemo Sonodynamic Therapy.pdf,"nanosphere, nanocrystal",AlN,AlN,nanosphere,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,1.1111111111111112,14.476190476190476,,,,,,no,no,yes,no,no,no,1
Highly Emissive Dye-Sensitized Upconversion Nanostructure for Dual-Photosensitizer Photodynamic Therapy and Bioimaging.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,,,12.0,4.0,,,,,no,no,yes,no,no,no,1
"Engineering nanozyme immunomodulator
with magnetic targeting effect for cascade enzyodynamic and ultrasound-reinforced metallo-immunotherapy in prostate carcinoma.pdf","nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,11.538461538461538,16.0,,,,,no,no,yes,no,no,no,1
A Highly Water-Soluble Aggregation-Induced Emission Luminogen with Anion-π+ Interactions for Targeted NIR Imaging of Cancer Cells and Type I Photodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,6.0,,,24.0625,,,,,,no,no,yes,no,no,no,1
CuS-MnS2 nano-flowers for magnetic resonance imaging guided photothermal photodynamic therapy of ovarian cancer through necroptosis.pdf,nanocrystal,"CuS, PtS",CuS,nanocrystal,,,,,ovarian_cancer,ovarian_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,5.0,,,1.3571428571428572,9.777777777777779,,,,,,no,no,yes,no,no,no,1
Nano .pdf,"nanoparticle, nanosheet, nanocrystal","ZnO, AuS",ZnO,nanoparticle,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,5.0,,,,no,no,no,yes,no,no,1
Hydrogen Peroxide-Activatable Nanoparticles for Luminescence Imaging and In Situ Triggerable Photodynamic Therapy of Cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,18.526315789473685,3.0,600.0,,23.333333333333332,,,,,,no,no,yes,no,no,no,1
Endogenous tumor microenvironment-responsive multifunctional nanoplatforms for precision cancer theranostics.pdf,"nanoparticle, nanocrystal","CuS, AuS",CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,2.5,,,0.5333333333333333,15.428571428571429,213529.0,,70.12,29.879999999999995,,no,no,yes,no,yes,no,2
Near infra-red luminescent osmium labelled gold nanoparticles for cellular imaging and singlet oxygen generation.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,400.0,,17.88888888888889,,,,,,no,no,yes,no,no,no,1
Spatiotemporal Charging Single-Atom Nanozymes Activated Pyroptosis for Antitumor Immunotherapy via Bioorthogonal Disruption of Succination and Reinvigorating T Lymphocytes.pdf,nanocrystal,RuS,RuS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,20.0,,,,,,no,no,yes,no,no,no,1
All-in-One Theranostic Nanomedicine with Ultrabright Second Near-Infrared Emission for Tumor-Modulated Bioimaging and Chemodynamic Photodynamic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,20.0,2.0,,0.5,13.461538461538462,,,,,,no,no,yes,no,no,no,1
Upconverted Metal–Organic Framework Janus Architecture for Near-Infrared and Ultrasound Co-Enhanced High Performance Tumor Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,56.46666666666667,1.0,,,,,no,no,yes,no,no,no,1
Ultrasound-Triggered Nanoparticles Induce Cuproptosis forEnhancing Immunogenic Sonodynamic Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,2.5238095238095237,,,,,,no,no,yes,no,no,no,1
Graphene Oxide-Grafted Magnetic Nanorings Mediated Magnetothermodynamic Therapy Favoring Reactive Oxygen Species-Related Immune Response for Enhanced Antitumor Efficacy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,8.0,,,,14.545454545454545,,,,,,no,no,yes,no,no,no,1
External stimuli-triggered photodynamic and sonodynamic therapies in combination with hybrid nanomicelles of ICG@PEP@HA: laser vs. ultrasound.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,,6.821428571428571,,,,,,no,no,yes,no,no,no,1
Dual-function nanosystem for synergetic cancer chemo-radiotherapy through ROS-mediated signaling pathways.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,101.5,,,,,,,,,,no,no,no,no,no,no,0
Renal-Clearable Metalloporphyrin Complex-Based Nanosonosensitizers Using Photoacoustic Imaging Guiding to Enhance Sonodynamic Cancer Therapy.pdf,nanocrystal,"CuS, RuS",CuS,nanocrystal,,,,,lung_cancer,lung_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,2.0,1.0,1.0,11.241379310344827,2.0,,,,,no,no,yes,no,no,no,1
Transformable Nanosensitizer with Tumor Microenvironment-Activated Sonodynamic Process and Calcium Release for EnhancedCancer Immunotherapy.pdf,nanocrystal,TiO2,TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,3.0,,10.0,1.0,,,,,no,no,yes,no,no,no,1
Endogenous mRNA Triggered DNA-Au Nanomachine for In SituImaging and Targeted Multimodal Synergistic Cancer Therapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,"breast_cancer, cervical_cancer",breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,10.0,,,,,,no,no,yes,no,no,no,1
Antimony Component Schottky Nanoheterojunctions as Ultrasound-Heightened Pyroptosis Initiators for Sonocatalytic Immunotherapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,5.0,,,3.0,10.0,1.0,,,,,no,no,yes,no,no,no,1
Biodegradable fluorescent nanohybrid for photo-driven tumor diagnosis and tumor growth inhibition .pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,,,5.0,,,,,,no,no,yes,no,no,no,1
Intracellular ROS Induction by Ag@ZnO Core−Shell Nanoparticles: Frontiers of Permanent Optically Active Holes in Breast Cancer Theranostic.pdf,"nanoparticle, nanocrystal",ZnO,ZnO,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,5.0,,,,,231.0,,,,no,no,no,yes,no,no,1
